Year,State,District,target_yield,Season,Crop,yield,ndvi,rainfall,temperature
1996,Assam,Lakhimpur,1154.21,,,,,,
1997,Assam,Lakhimpur,1208.53,,,,,,
1998,Assam,Lakhimpur,1045.83,,,,,,
1999,Assam,Lakhimpur,1188.46,,,,,,
2000,Assam,Lakhimpur,1157.54,,,,,,
2001,Assam,Lakhimpur,1106.36,,,,,,
2002,Assam,Lakhimpur,974.97,,,,,,
2003,Assam,Lakhimpur,996.61,,,,,,
2004,Assam,Lakhimpur,1036.04,,,,,,
2005,Assam,Lakhimpur,1062.18,,,,,,
2006,Assam,Lakhimpur,889.96,,,,,,
2007,Assam,Lakhimpur,948.38,,,,,,
2008,Assam,Lakhimpur,780.83,,,,,,
2009,Assam,Lakhimpur,1289.62,,,,,,
2010,Assam,Lakhimpur,1586.61,,,,,,
2011,Assam,Lakhimpur,1605.41,,,,,,
2012,Assam,Lakhimpur,1948.6,,,,,,
2013,Assam,Lakhimpur,1744.1,,,,,,
2014,Assam,Lakhimpur,1871.3,,,,,,
2015,Assam,Lakhimpur,1813.29,,,,,,
2016,Assam,Lakhimpur,1721.92,,,,,,
2017,Assam,Lakhimpur,1810.82,,,,,,
1966,Assam,North Cachar Hil / Dima hasao,0.0,,,,,,
1967,Assam,North Cachar Hil / Dima hasao,0.0,,,,,,
1968,Assam,North Cachar Hil / Dima hasao,0.0,,,,,,
1969,Assam,North Cachar Hil / Dima hasao,0.0,,,,,,
1970,Assam,North Cachar Hil / Dima hasao,1480.0,,,,,,
1971,Assam,North Cachar Hil / Dima hasao,1164.56,,,,,,
1972,Assam,North Cachar Hil / Dima hasao,1163.21,,,,,,
1973,Assam,North Cachar Hil / Dima hasao,1389.91,,,,,,
1974,Assam,North Cachar Hil / Dima hasao,1266.67,,,,,,
1975,Assam,North Cachar Hil / Dima hasao,1308.82,,,,,,
1976,Assam,North Cachar Hil / Dima hasao,1300.71,,,,,,
1977,Assam,North Cachar Hil / Dima hasao,1143.18,,,,,,
1978,Assam,North Cachar Hil / Dima hasao,1085.01,,,,,,
1979,Assam,North Cachar Hil / Dima hasao,944.53,,,,,,
1980,Assam,North Cachar Hil / Dima hasao,1335.29,,,,,,
1981,Assam,North Cachar Hil / Dima hasao,1242.16,,,,,,
1982,Assam,North Cachar Hil / Dima hasao,1389.37,,,,,,
1983,Assam,North Cachar Hil / Dima hasao,1145.05,,,,,,
1984,Assam,North Cachar Hil / Dima hasao,1151.14,,,,,,
1985,Assam,North Cachar Hil / Dima hasao,1035.48,,,,,,
1986,Assam,North Cachar Hil / Dima hasao,976.34,,,,,,
1987,Assam,North Cachar Hil / Dima hasao,996.06,,,,,,
1988,Assam,North Cachar Hil / Dima hasao,1309.73,,,,,,
1989,Assam,North Cachar Hil / Dima hasao,1431.89,,,,,,
1990,Assam,North Cachar Hil / Dima hasao,1394.3,,,,,,
1991,Assam,North Cachar Hil / Dima hasao,1394.31,,,,,,
1992,Assam,North Cachar Hil / Dima hasao,1367.92,,,,,,
1993,Assam,North Cachar Hil / Dima hasao,1481.73,,,,,,
1994,Assam,North Cachar Hil / Dima hasao,1842.35,,,,,,
1995,Assam,North Cachar Hil / Dima hasao,1954.42,,,,,,
1996,Assam,North Cachar Hil / Dima hasao,1810.79,,,,,,
1997,Assam,North Cachar Hil / Dima hasao,1702.47,,,,,,
1998,Assam,North Cachar Hil / Dima hasao,1661.89,,,,,,
1999,Assam,North Cachar Hil / Dima hasao,1616.05,,,,,,
2000,Assam,North Cachar Hil / Dima hasao,1578.49,,,,,,
2001,Assam,North Cachar Hil / Dima hasao,1716.22,,,,,,
2002,Assam,North Cachar Hil / Dima hasao,1694.81,,,,,,
2003,Assam,North Cachar Hil / Dima hasao,1513.64,,,,,,
2004,Assam,North Cachar Hil / Dima hasao,1706.25,,,,,,
2005,Assam,North Cachar Hil / Dima hasao,1691.51,,,,,,
2006,Assam,North Cachar Hil / Dima hasao,1325.95,,,,,,
2007,Assam,North Cachar Hil / Dima hasao,1839.64,,,,,,
2008,Assam,North Cachar Hil / Dima hasao,1784.73,,,,,,
2009,Assam,North Cachar Hil / Dima hasao,1806.63,,,,,,
2010,Assam,North Cachar Hil / Dima hasao,1420.33,,,,,,
2011,Assam,North Cachar Hil / Dima hasao,2317.92,,,,,,
2012,Assam,North Cachar Hil / Dima hasao,2282.89,,,,,,
2013,Assam,North Cachar Hil / Dima hasao,2012.64,,,,,,
2014,Assam,North Cachar Hil / Dima hasao,2347.62,,,,,,
2015,Assam,North Cachar Hil / Dima hasao,2178.64,,,,,,
2016,Assam,North Cachar Hil / Dima hasao,2108.61,,,,,,
2017,Assam,North Cachar Hil / Dima hasao,2254.3,,,,,,
1966,Assam,Nagaon,881.16,,,,,,
1967,Assam,Nagaon,825.44,,,,,,
1968,Assam,Nagaon,1066.09,,,,,,
1969,Assam,Nagaon,779.69,,,,,,
1970,Assam,Nagaon,942.96,,,,,,
1971,Assam,Nagaon,863.32,,,,,,
1972,Assam,Nagaon,1068.49,,,,,,
1973,Assam,Nagaon,1069.89,,,,,,
1974,Assam,Nagaon,929.34,,,,,,
1975,Assam,Nagaon,1156.33,,,,,,
1976,Assam,Nagaon,1018.02,,,,,,
1977,Assam,Nagaon,1004.59,,,,,,
1978,Assam,Nagaon,954.59,,,,,,
1979,Assam,Nagaon,959.34,,,,,,
1980,Assam,Nagaon,1049.39,,,,,,
1981,Assam,Nagaon,920.6,,,,,,
1982,Assam,Nagaon,969.06,,,,,,
1983,Assam,Nagaon,1013.52,,,,,,
1984,Assam,Nagaon,1047.19,,,,,,
1985,Assam,Nagaon,1323.13,,,,,,
1986,Assam,Nagaon,1010.55,,,,,,
1987,Assam,Nagaon,1325.64,,,,,,
1988,Assam,Nagaon,1007.58,,,,,,
1989,Assam,Nagaon,1058.86,,,,,,
1990,Assam,Nagaon,1360.31,,,,,,
1991,Assam,Nagaon,1336.87,,,,,,
1992,Assam,Nagaon,1458.83,,,,,,
1993,Assam,Nagaon,1419.73,,,,,,
1994,Assam,Nagaon,2583.38,,,,,,
1995,Assam,Nagaon,1483.15,,,,,,
1996,Assam,Nagaon,1388.84,,,,,,
1997,Assam,Nagaon,1508.83,,,,,,
1998,Assam,Nagaon,1573.77,,,,,,
1999,Assam,Nagaon,1873.92,,,,,,
2000,Assam,Nagaon,1850.76,,,,,,
2001,Assam,Nagaon,1759.71,,,,,,
2002,Assam,Nagaon,1672.74,,,,,,
2003,Assam,Nagaon,1716.61,,,,,,
2004,Assam,Nagaon,1674.26,,,,,,
2005,Assam,Nagaon,1572.31,,,,,,
2006,Assam,Nagaon,1536.37,,,,,,
2007,Assam,Nagaon,1559.61,,,,,,
2008,Assam,Nagaon,1689.18,,,,,,
2009,Assam,Nagaon,2048.0,,,,,,
2010,Assam,Nagaon,1983.8,,,,,,
2011,Assam,Nagaon,1879.54,,,,,,
2012,Assam,Nagaon,2175.3,,,,,,
2013,Assam,Nagaon,2387.35,,,,,,
2014,Assam,Nagaon,2142.29,,,,,,
2015,Assam,Nagaon,2324.5,,,,,,
2016,Assam,Nagaon,2347.39,,,,,,
2017,Assam,Nagaon,2478.97,,,,,,
1966,Assam,Sibsagar,987.0,,,,,,
1967,Assam,Sibsagar,1239.21,,,,,,
1968,Assam,Sibsagar,1192.56,,,,,,
1969,Assam,Sibsagar,1052.83,,,,,,
1970,Assam,Sibsagar,1235.57,,,,,,
1971,Assam,Sibsagar,1340.02,,,,,,
1972,Assam,Sibsagar,1079.07,,,,,,
1973,Assam,Sibsagar,1172.78,,,,,,
1974,Assam,Sibsagar,1082.09,,,,,,
1975,Assam,Sibsagar,1236.57,,,,,,
1976,Assam,Sibsagar,1136.86,,,,,,
1977,Assam,Sibsagar,1198.94,,,,,,
1978,Assam,Sibsagar,1246.45,,,,,,
1979,Assam,Sibsagar,1249.93,,,,,,
1980,Assam,Sibsagar,1407.38,,,,,,
1981,Assam,Sibsagar,1461.15,,,,,,
1982,Assam,Sibsagar,1454.93,,,,,,
1983,Assam,Sibsagar,1467.09,,,,,,
1984,Assam,Sibsagar,1403.04,,,,,,
1985,Assam,Sibsagar,1421.27,,,,,,
1986,Assam,Sibsagar,1393.59,,,,,,
1987,Assam,Sibsagar,1426.05,,,,,,
1988,Assam,Sibsagar,1170.38,,,,,,
1989,Assam,Sibsagar,1488.54,,,,,,
1990,Assam,Sibsagar,1830.46,,,,,,
1991,Assam,Sibsagar,1699.33,,,,,,
1992,Assam,Sibsagar,1577.59,,,,,,
1993,Assam,Sibsagar,1653.69,,,,,,
1994,Assam,Sibsagar,1631.1,,,,,,
1995,Assam,Sibsagar,1812.53,,,,,,
1996,Assam,Sibsagar,1804.21,,,,,,
1997,Assam,Sibsagar,1632.53,,,,,,
1998,Assam,Sibsagar,1699.16,,,,,,
1999,Assam,Sibsagar,1790.2,,,,,,
2000,Assam,Sibsagar,1874.22,,,,,,
2001,Assam,Sibsagar,1906.77,,,,,,
2002,Assam,Sibsagar,1842.66,,,,,,
2003,Assam,Sibsagar,2030.45,,,,,,
2004,Assam,Sibsagar,1982.54,,,,,,
2005,Assam,Sibsagar,1788.08,,,,,,
2006,Assam,Sibsagar,1415.69,,,,,,
2007,Assam,Sibsagar,1641.44,,,,,,
2008,Assam,Sibsagar,2069.48,,,,,,
2009,Assam,Sibsagar,2124.46,,,,,,
2010,Assam,Sibsagar,2201.85,,,,,,
2011,Assam,Sibsagar,2059.08,,,,,,
2012,Assam,Sibsagar,2344.73,,,,,,
2013,Assam,Sibsagar,2195.27,,,,,,
2014,Assam,Sibsagar,2102.63,,,,,,
2015,Assam,Sibsagar,2111.77,,,,,,
2016,Assam,Sibsagar,2047.11,,,,,,
2017,Assam,Sibsagar,2172.97,,,,,,
1966,Himachal Pradesh,Bilashpur,1017.9,,,,,,
1967,Himachal Pradesh,Bilashpur,1014.74,,,,,,
1968,Himachal Pradesh,Bilashpur,-1.0,,,,,,
1969,Himachal Pradesh,Bilashpur,-1.0,,,,,,
1970,Himachal Pradesh,Bilashpur,816.79,,,,,,
1971,Himachal Pradesh,Bilashpur,794.2,,,,,,
1972,Himachal Pradesh,Bilashpur,1048.91,,,,,,
1973,Himachal Pradesh,Bilashpur,762.67,,,,,,
1974,Himachal Pradesh,Bilashpur,837.84,,,,,,
1975,Himachal Pradesh,Bilashpur,1250.0,,,,,,
1976,Himachal Pradesh,Bilashpur,1157.89,,,,,,
1977,Himachal Pradesh,Bilashpur,1114.29,,,,,,
1978,Himachal Pradesh,Bilashpur,1410.26,,,,,,
1979,Himachal Pradesh,Bilashpur,961.29,,,,,,
1980,Himachal Pradesh,Bilashpur,1105.26,,,,,,
1981,Himachal Pradesh,Bilashpur,903.49,,,,,,
1982,Himachal Pradesh,Bilashpur,508.33,,,,,,
1983,Himachal Pradesh,Bilashpur,1092.75,,,,,,
1984,Himachal Pradesh,Bilashpur,680.23,,,,,,
1985,Himachal Pradesh,Bilashpur,1354.84,,,,,,
1986,Himachal Pradesh,Bilashpur,838.71,,,,,,
1987,Himachal Pradesh,Bilashpur,506.02,,,,,,
1988,Himachal Pradesh,Bilashpur,909.94,,,,,,
1989,Himachal Pradesh,Bilashpur,766.67,,,,,,
1990,Himachal Pradesh,Bilashpur,1560.98,,,,,,
1991,Himachal Pradesh,Bilashpur,1111.91,,,,,,
1992,Himachal Pradesh,Bilashpur,1123.19,,,,,,
1993,Himachal Pradesh,Bilashpur,947.21,,,,,,
1994,Himachal Pradesh,Bilashpur,881.06,,,,,,
1995,Himachal Pradesh,Bilashpur,1244.73,,,,,,
1996,Himachal Pradesh,Bilashpur,1059.57,,,,,,
1997,Himachal Pradesh,Bilashpur,1591.08,,,,,,
1998,Himachal Pradesh,Bilashpur,1246.38,,,,,,
1999,Himachal Pradesh,Bilashpur,1598.68,,,,,,
2000,Himachal Pradesh,Bilashpur,1500.0,,,,,,
2001,Himachal Pradesh,Bilashpur,1350.28,,,,,,
2002,Himachal Pradesh,Bilashpur,444.44,,,,,,
2003,Himachal Pradesh,Bilashpur,1618.18,,,,,,
2004,Himachal Pradesh,Bilashpur,1353.33,,,,,,
2005,Himachal Pradesh,Bilashpur,1366.2,,,,,,
2006,Himachal Pradesh,Bilashpur,2601.35,,,,,,
2007,Himachal Pradesh,Bilashpur,2250.0,,,,,,
2008,Himachal Pradesh,Bilashpur,2089.74,,,,,,
2009,Himachal Pradesh,Bilashpur,1973.68,,,,,,
2010,Himachal Pradesh,Bilashpur,2072.85,,,,,,
2011,Himachal Pradesh,Bilashpur,2073.33,,,,,,
2012,Himachal Pradesh,Bilashpur,2106.67,,,,,,
2013,Himachal Pradesh,Bilashpur,2075.34,,,,,,
2014,Himachal Pradesh,Bilashpur,2291.67,,,,,,
2015,Himachal Pradesh,Bilashpur,2076.92,,,,,,
2016,Himachal Pradesh,Bilashpur,2078.5,,,,,,
2017,Himachal Pradesh,Bilashpur,2090.34,,,,,,
1966,Himachal Pradesh,Chamba,1015.77,,,,,,
1967,Himachal Pradesh,Chamba,1165.66,,,,,,
1968,Himachal Pradesh,Chamba,-1.0,,,,,,
1969,Himachal Pradesh,Chamba,-1.0,,,,,,
1970,Himachal Pradesh,Chamba,1170.56,,,,,,
1971,Himachal Pradesh,Chamba,813.66,,,,,,
1972,Himachal Pradesh,Chamba,777.78,,,,,,
1973,Himachal Pradesh,Chamba,1328.03,,,,,,
1974,Himachal Pradesh,Chamba,1312.5,,,,,,
1975,Himachal Pradesh,Chamba,1357.37,,,,,,
1976,Himachal Pradesh,Chamba,942.86,,,,,,
1977,Himachal Pradesh,Chamba,1375.0,,,,,,
1978,Himachal Pradesh,Chamba,1212.12,,,,,,
1979,Himachal Pradesh,Chamba,930.91,,,,,,
1980,Himachal Pradesh,Chamba,1125.0,,,,,,
1981,Himachal Pradesh,Chamba,1221.86,,,,,,
1982,Himachal Pradesh,Chamba,931.75,,,,,,
1983,Himachal Pradesh,Chamba,1256.97,,,,,,
1984,Himachal Pradesh,Chamba,1679.37,,,,,,
1985,Himachal Pradesh,Chamba,1281.25,,,,,,
1986,Himachal Pradesh,Chamba,1409.68,,,,,,
1987,Himachal Pradesh,Chamba,1053.19,,,,,,
1988,Himachal Pradesh,Chamba,1154.68,,,,,,
1989,Himachal Pradesh,Chamba,1161.29,,,,,,
1990,Himachal Pradesh,Chamba,1341.22,,,,,,
1991,Himachal Pradesh,Chamba,1067.8,,,,,,
1992,Himachal Pradesh,Chamba,1315.38,,,,,,
1993,Himachal Pradesh,Chamba,1190.12,,,,,,
1994,Himachal Pradesh,Chamba,1109.32,,,,,,
1995,Himachal Pradesh,Chamba,1538.21,,,,,,
1996,Himachal Pradesh,Chamba,1491.04,,,,,,
1997,Himachal Pradesh,Chamba,1479.17,,,,,,
1998,Himachal Pradesh,Chamba,1342.56,,,,,,
1999,Himachal Pradesh,Chamba,1399.29,,,,,,
2000,Himachal Pradesh,Chamba,1467.18,,,,,,
2001,Himachal Pradesh,Chamba,1414.29,,,,,,
2002,Himachal Pradesh,Chamba,1779.36,,,,,,
2003,Himachal Pradesh,Chamba,1660.52,,,,,,
2004,Himachal Pradesh,Chamba,1518.12,,,,,,
2005,Himachal Pradesh,Chamba,1657.04,,,,,,
2006,Himachal Pradesh,Chamba,1476.19,,,,,,
2007,Himachal Pradesh,Chamba,1236.16,,,,,,
2008,Himachal Pradesh,Chamba,1232.21,,,,,,
2009,Himachal Pradesh,Chamba,1143.4,,,,,,
2010,Himachal Pradesh,Chamba,1206.11,,,,,,
2011,Himachal Pradesh,Chamba,1203.07,,,,,,
2012,Himachal Pradesh,Chamba,1217.56,,,,,,
2013,Himachal Pradesh,Chamba,1204.72,,,,,,
2014,Himachal Pradesh,Chamba,1321.43,,,,,,
2015,Himachal Pradesh,Chamba,1204.82,,,,,,
2016,Himachal Pradesh,Chamba,1203.65,,,,,,
2017,Himachal Pradesh,Chamba,1203.93,,,,,,
1966,Himachal Pradesh,Kangra,743.16,,,,,,
1967,Himachal Pradesh,Kangra,1219.16,,,,,,
1968,Himachal Pradesh,Kangra,-1.0,,,,,,
1969,Himachal Pradesh,Kangra,-1.0,,,,,,
1970,Himachal Pradesh,Kangra,1185.81,,,,,,
1971,Himachal Pradesh,Kangra,1067.2,,,,,,
1972,Himachal Pradesh,Kangra,836.65,,,,,,
1973,Himachal Pradesh,Kangra,1330.44,,,,,,
1974,Himachal Pradesh,Kangra,1259.59,,,,,,
1975,Himachal Pradesh,Kangra,1384.26,,,,,,
1976,Himachal Pradesh,Kangra,1385.28,,,,,,
1977,Himachal Pradesh,Kangra,1455.13,,,,,,
1978,Himachal Pradesh,Kangra,1348.73,,,,,,
1979,Himachal Pradesh,Kangra,897.53,,,,,,
1980,Himachal Pradesh,Kangra,1052.63,,,,,,
1981,Himachal Pradesh,Kangra,1180.3,,,,,,
1982,Himachal Pradesh,Kangra,904.42,,,,,,
1983,Himachal Pradesh,Kangra,1244.6,,,,,,
1984,Himachal Pradesh,Kangra,1264.82,,,,,,
1985,Himachal Pradesh,Kangra,1358.62,,,,,,
1986,Himachal Pradesh,Kangra,966.9,,,,,,
1987,Himachal Pradesh,Kangra,843.84,,,,,,
1988,Himachal Pradesh,Kangra,1080.62,,,,,,
1989,Himachal Pradesh,Kangra,967.14,,,,,,
1990,Himachal Pradesh,Kangra,942.22,,,,,,
1991,Himachal Pradesh,Kangra,1321.96,,,,,,
1992,Himachal Pradesh,Kangra,1364.44,,,,,,
1993,Himachal Pradesh,Kangra,1284.42,,,,,,
1994,Himachal Pradesh,Kangra,1412.25,,,,,,
1995,Himachal Pradesh,Kangra,1337.91,,,,,,
1996,Himachal Pradesh,Kangra,1344.07,,,,,,
1997,Himachal Pradesh,Kangra,1343.54,,,,,,
1998,Himachal Pradesh,Kangra,1430.03,,,,,,
1999,Himachal Pradesh,Kangra,1506.93,,,,,,
2000,Himachal Pradesh,Kangra,1495.15,,,,,,
2001,Himachal Pradesh,Kangra,1707.02,,,,,,
2002,Himachal Pradesh,Kangra,930.8,,,,,,
2003,Himachal Pradesh,Kangra,1492.14,,,,,,
2004,Himachal Pradesh,Kangra,1320.36,,,,,,
2005,Himachal Pradesh,Kangra,1388.65,,,,,,
2006,Himachal Pradesh,Kangra,1908.73,,,,,,
2007,Himachal Pradesh,Kangra,1501.46,,,,,,
2008,Himachal Pradesh,Kangra,1544.02,,,,,,
2009,Himachal Pradesh,Kangra,1460.35,,,,,,
2010,Himachal Pradesh,Kangra,1537.1,,,,,,
2011,Himachal Pradesh,Kangra,1536.89,,,,,,
2012,Himachal Pradesh,Kangra,1552.67,,,,,,
2013,Himachal Pradesh,Kangra,1537.61,,,,,,
2014,Himachal Pradesh,Kangra,1690.74,,,,,,
2015,Himachal Pradesh,Kangra,1537.05,,,,,,
2016,Himachal Pradesh,Kangra,1537.13,,,,,,
2017,Himachal Pradesh,Kangra,1539.86,,,,,,
1966,Himachal Pradesh,Kinnaur,750.0,,,,,,
1967,Himachal Pradesh,Kinnaur,1000.0,,,,,,
1968,Himachal Pradesh,Kinnaur,-1.0,,,,,,
1969,Himachal Pradesh,Kinnaur,-1.0,,,,,,
1970,Himachal Pradesh,Kinnaur,1333.33,,,,,,
1971,Himachal Pradesh,Kinnaur,1000.0,,,,,,
1972,Himachal Pradesh,Kinnaur,1000.0,,,,,,
1973,Himachal Pradesh,Kinnaur,1000.0,,,,,,
1974,Himachal Pradesh,Kinnaur,0.0,,,,,,
1975,Himachal Pradesh,Kinnaur,1250.0,,,,,,
1976,Himachal Pradesh,Kinnaur,0.0,,,,,,
1977,Himachal Pradesh,Kinnaur,0.0,,,,,,
1978,Himachal Pradesh,Kinnaur,0.0,,,,,,
1979,Himachal Pradesh,Kinnaur,888.89,,,,,,
1980,Himachal Pradesh,Kinnaur,0.0,,,,,,
1981,Himachal Pradesh,Kinnaur,1000.0,,,,,,
1982,Himachal Pradesh,Kinnaur,666.67,,,,,,
1983,Himachal Pradesh,Kinnaur,1500.0,,,,,,
1984,Himachal Pradesh,Kinnaur,1000.0,,,,,,
1985,Himachal Pradesh,Kinnaur,-1.0,,,,,,
1986,Himachal Pradesh,Kinnaur,1000.0,,,,,,
1987,Himachal Pradesh,Kinnaur,1000.0,,,,,,
1988,Himachal Pradesh,Kinnaur,1000.0,,,,,,
1989,Himachal Pradesh,Kinnaur,-1.0,,,,,,
1990,Himachal Pradesh,Kinnaur,1500.0,,,,,,
1991,Himachal Pradesh,Kinnaur,1333.33,,,,,,
1992,Himachal Pradesh,Kinnaur,1333.33,,,,,,
1993,Himachal Pradesh,Kinnaur,1000.0,,,,,,
1994,Himachal Pradesh,Kinnaur,1333.33,,,,,,
1995,Himachal Pradesh,Kinnaur,1333.33,,,,,,
1996,Himachal Pradesh,Kinnaur,1500.0,,,,,,
1997,Himachal Pradesh,Kinnaur,1500.0,,,,,,
1998,Himachal Pradesh,Kinnaur,1500.0,,,,,,
1999,Himachal Pradesh,Kinnaur,1666.67,,,,,,
2000,Himachal Pradesh,Kinnaur,2000.0,,,,,,
2001,Himachal Pradesh,Kinnaur,1666.67,,,,,,
2002,Himachal Pradesh,Kinnaur,1000.0,,,,,,
2003,Himachal Pradesh,Kinnaur,1333.33,,,,,,
2004,Himachal Pradesh,Kinnaur,1333.33,,,,,,
2005,Himachal Pradesh,Kinnaur,1500.0,,,,,,
2006,Himachal Pradesh,Kinnaur,1333.33,,,,,,
2007,Himachal Pradesh,Kinnaur,2000.0,,,,,,
2008,Himachal Pradesh,Kinnaur,1000.0,,,,,,
2009,Himachal Pradesh,Kinnaur,1000.0,,,,,,
2010,Himachal Pradesh,Kinnaur,1000.0,,,,,,
2011,Himachal Pradesh,Kinnaur,1000.0,,,,,,
2012,Himachal Pradesh,Kinnaur,1000.0,,,,,,
2013,Himachal Pradesh,Kinnaur,2000.0,,,,,,
2014,Himachal Pradesh,Kinnaur,2000.0,,,,,,
2015,Himachal Pradesh,Kinnaur,2000.0,,,,,,
2016,Himachal Pradesh,Kinnaur,1500.0,,,,,,
2017,Himachal Pradesh,Kinnaur,1571.43,,,,,,
1966,Himachal Pradesh,Kullu,732.39,,,,,,
1967,Himachal Pradesh,Kullu,850.47,,,,,,
1968,Himachal Pradesh,Kullu,-1.0,,,,,,
1969,Himachal Pradesh,Kullu,-1.0,,,,,,
1970,Himachal Pradesh,Kullu,757.58,,,,,,
1971,Himachal Pradesh,Kullu,1054.64,,,,,,
1972,Himachal Pradesh,Kullu,1748.6,,,,,,
1973,Himachal Pradesh,Kullu,1215.26,,,,,,
1974,Himachal Pradesh,Kullu,916.67,,,,,,
1975,Himachal Pradesh,Kullu,1626.04,,,,,,
1976,Himachal Pradesh,Kullu,1114.29,,,,,,
1977,Himachal Pradesh,Kullu,1147.06,,,,,,
1978,Himachal Pradesh,Kullu,909.09,,,,,,
1979,Himachal Pradesh,Kullu,911.5,,,,,,
1980,Himachal Pradesh,Kullu,1250.0,,,,,,
1981,Himachal Pradesh,Kullu,948.88,,,,,,
1982,Himachal Pradesh,Kullu,1304.21,,,,,,
1983,Himachal Pradesh,Kullu,1417.22,,,,,,
1984,Himachal Pradesh,Kullu,1340.0,,,,,,
1985,Himachal Pradesh,Kullu,2068.97,,,,,,
1986,Himachal Pradesh,Kullu,1052.82,,,,,,
1987,Himachal Pradesh,Kullu,752.41,,,,,,
1988,Himachal Pradesh,Kullu,1230.13,,,,,,
1989,Himachal Pradesh,Kullu,1333.33,,,,,,
1990,Himachal Pradesh,Kullu,1131.0,,,,,,
1991,Himachal Pradesh,Kullu,1665.37,,,,,,
1992,Himachal Pradesh,Kullu,1723.0,,,,,,
1993,Himachal Pradesh,Kullu,1300.0,,,,,,
1994,Himachal Pradesh,Kullu,1428.57,,,,,,
1995,Himachal Pradesh,Kullu,1594.87,,,,,,
1996,Himachal Pradesh,Kullu,1000.0,,,,,,
1997,Himachal Pradesh,Kullu,1327.51,,,,,,
1998,Himachal Pradesh,Kullu,1186.75,,,,,,
1999,Himachal Pradesh,Kullu,1302.33,,,,,,
2000,Himachal Pradesh,Kullu,1516.56,,,,,,
2001,Himachal Pradesh,Kullu,1493.83,,,,,,
2002,Himachal Pradesh,Kullu,1616.28,,,,,,
2003,Himachal Pradesh,Kullu,1314.1,,,,,,
2004,Himachal Pradesh,Kullu,1658.06,,,,,,
2005,Himachal Pradesh,Kullu,960.26,,,,,,
2006,Himachal Pradesh,Kullu,1304.05,,,,,,
2007,Himachal Pradesh,Kullu,1346.94,,,,,,
2008,Himachal Pradesh,Kullu,1368.06,,,,,,
2009,Himachal Pradesh,Kullu,1244.76,,,,,,
2010,Himachal Pradesh,Kullu,1302.82,,,,,,
2011,Himachal Pradesh,Kullu,1304.96,,,,,,
2012,Himachal Pradesh,Kullu,1316.9,,,,,,
2013,Himachal Pradesh,Kullu,1313.87,,,,,,
2014,Himachal Pradesh,Kullu,1441.18,,,,,,
2015,Himachal Pradesh,Kullu,1313.43,,,,,,
2016,Himachal Pradesh,Kullu,1307.52,,,,,,
2017,Himachal Pradesh,Kullu,1308.04,,,,,,
1966,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1967,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1968,Himachal Pradesh,Lahul & Spiti,-1.0,,,,,,
1969,Himachal Pradesh,Lahul & Spiti,-1.0,,,,,,
1970,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1971,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1972,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1973,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1974,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1975,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1976,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1977,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1978,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1979,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1980,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1981,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1982,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1983,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1984,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1985,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1986,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1987,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1988,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1989,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1990,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1991,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1992,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1993,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1994,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1995,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1996,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1997,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1998,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1999,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
2000,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
2001,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
2002,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
2003,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
2004,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
2005,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
2006,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
2007,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
